   1,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_001\Image_001.png', cX=  38, cY= 994, Frame=   184
   3,   14, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_003\Image_014.png', cX=1850, cY= 297, Frame=   336
   3,   15, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_003\Image_015.png', cX=1882, cY= 296, Frame=   337
   3,   16, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_003\Image_016.png', cX=1914, cY= 296, Frame=   338
   3,   17, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_003\Image_017.png', cX=1946, cY= 296, Frame=   339
   3,   18, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_003\Image_018.png', cX=1978, cY= 297, Frame=   340
   3,   19, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_003\Image_019.png', cX=2010, cY= 297, Frame=   341
   3,   20, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_003\Image_020.png', cX=2043, cY= 297, Frame=   342
   3,   21, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_003\Image_021.png', cX=2075, cY= 298, Frame=   343
   3,   22, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_003\Image_022.png', cX=2107, cY= 297, Frame=   344
   3,   23, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_003\Image_023.png', cX=2139, cY= 297, Frame=   345
   3,   24, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_003\Image_024.png', cX=2170, cY= 296, Frame=   346
   3,   25, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_003\Image_025.png', cX=2201, cY= 296, Frame=   347
   3,   26, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_003\Image_026.png', cX=2231, cY= 296, Frame=   348
   3,   27, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_003\Image_027.png', cX=2262, cY= 294, Frame=   349
   3,   28, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_003\Image_028.png', cX=2294, cY= 294, Frame=   350
   4,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_001.png', cX= 192, cY= 930, Frame=   413
   4,    2, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_002.png', cX= 224, cY= 929, Frame=   414
   4,    3, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_003.png', cX= 257, cY= 928, Frame=   415
   4,    4, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_004.png', cX= 287, cY= 928, Frame=   416
   4,    5, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_005.png', cX= 319, cY= 928, Frame=   417
   4,    6, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_006.png', cX= 352, cY= 927, Frame=   418
   4,    7, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_007.png', cX= 383, cY= 926, Frame=   419
   4,    8, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_008.png', cX= 415, cY= 925, Frame=   420
   4,    9, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_009.png', cX= 447, cY= 925, Frame=   421
   5,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_001.png', cX= 121, cY=1152, Frame=   422
   5,    2, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_002.png', cX= 173, cY=1156, Frame=   423
   4,   10, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_010.png', cX= 540, cY= 923, Frame=   424
   5,    3, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_003.png', cX= 227, cY=1154, Frame=   424
   4,   11, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_011.png', cX= 571, cY= 923, Frame=   425
   5,    4, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_004.png', cX= 276, cY=1153, Frame=   425
   4,   12, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_012.png', cX= 602, cY= 922, Frame=   426
   5,    5, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_005.png', cX= 324, cY=1157, Frame=   426
   4,   13, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_013.png', cX= 633, cY= 922, Frame=   427
   5,    6, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_006.png', cX= 375, cY=1151, Frame=   427
   4,   14, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_014.png', cX= 663, cY= 922, Frame=   428
   5,    7, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_007.png', cX= 423, cY=1151, Frame=   428
   4,   15, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_015.png', cX= 694, cY= 921, Frame=   429
   5,    8, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_008.png', cX= 472, cY=1150, Frame=   429
   4,   16, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_016.png', cX= 725, cY= 920, Frame=   430
   5,    9, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_009.png', cX= 520, cY=1148, Frame=   430
   4,   17, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_017.png', cX= 756, cY= 919, Frame=   431
   5,   10, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_010.png', cX= 569, cY=1147, Frame=   431
   4,   18, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_018.png', cX= 788, cY= 919, Frame=   432
   5,   11, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_011.png', cX= 618, cY=1146, Frame=   432
   4,   19, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_019.png', cX= 820, cY= 919, Frame=   433
   5,   12, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_012.png', cX= 667, cY=1146, Frame=   433
   4,   20, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_020.png', cX= 852, cY= 919, Frame=   434
   5,   13, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_013.png', cX= 715, cY=1144, Frame=   434
   4,   21, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_021.png', cX= 883, cY= 918, Frame=   435
   5,   14, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_014.png', cX= 762, cY=1143, Frame=   435
   4,   22, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_022.png', cX= 914, cY= 917, Frame=   436
   5,   15, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_015.png', cX= 809, cY=1142, Frame=   436
   4,   23, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_023.png', cX= 944, cY= 916, Frame=   437
   5,   16, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_016.png', cX= 856, cY=1143, Frame=   437
   4,   24, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_024.png', cX= 976, cY= 916, Frame=   438
   5,   17, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_017.png', cX= 903, cY=1140, Frame=   438
   4,   25, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_025.png', cX=1005, cY= 916, Frame=   439
   5,   18, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_018.png', cX= 950, cY=1142, Frame=   439
   4,   26, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_026.png', cX=1035, cY= 915, Frame=   440
   5,   19, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_019.png', cX= 996, cY=1142, Frame=   440
   4,   27, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_027.png', cX=1066, cY= 915, Frame=   441
   5,   20, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_020.png', cX=1043, cY=1138, Frame=   441
   4,   28, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_004\Image_028.png', cX=1097, cY= 914, Frame=   442
   5,   21, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_021.png', cX=1089, cY=1140, Frame=   442
   5,   22, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_022.png', cX=1135, cY=1139, Frame=   443
   5,   23, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_023.png', cX=1182, cY=1137, Frame=   444
   5,   24, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_024.png', cX=1228, cY=1136, Frame=   445
   5,   25, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_025.png', cX=1275, cY=1138, Frame=   446
   5,   26, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_026.png', cX=1322, cY=1134, Frame=   447
   5,   27, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_027.png', cX=1370, cY=1135, Frame=   448
   5,   28, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_028.png', cX=1415, cY=1134, Frame=   449
   5,   29, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_029.png', cX=1461, cY=1132, Frame=   450
   5,   30, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_030.png', cX=1506, cY=1130, Frame=   451
   5,   31, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_031.png', cX=1552, cY=1132, Frame=   452
   5,   32, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_032.png', cX=1597, cY=1129, Frame=   453
   5,   33, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_033.png', cX=1642, cY=1128, Frame=   454
   5,   34, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_034.png', cX=1688, cY=1129, Frame=   455
   5,   35, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_035.png', cX=1732, cY=1128, Frame=   456
   5,   36, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_036.png', cX=1778, cY=1126, Frame=   457
   5,   37, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_037.png', cX=1824, cY=1127, Frame=   458
   5,   38, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_038.png', cX=1869, cY=1125, Frame=   459
   5,   39, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_039.png', cX=1915, cY=1124, Frame=   460
   5,   40, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_040.png', cX=1961, cY=1124, Frame=   461
   5,   41, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_041.png', cX=2006, cY=1124, Frame=   462
   5,   42, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_042.png', cX=2051, cY=1122, Frame=   463
   5,   43, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_043.png', cX=2096, cY=1122, Frame=   464
   5,   44, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_044.png', cX=2139, cY=1121, Frame=   465
   5,   45, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_045.png', cX=2184, cY=1119, Frame=   466
   5,   46, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_046.png', cX=2228, cY=1120, Frame=   467
   5,   47, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_047.png', cX=2273, cY=1120, Frame=   468
   5,   48, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_048.png', cX=2318, cY=1118, Frame=   469
   5,   49, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_049.png', cX=2363, cY=1117, Frame=   470
   5,   50, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_050.png', cX=2407, cY=1117, Frame=   471
   5,   51, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_051.png', cX=2452, cY=1116, Frame=   472
   5,   52, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_052.png', cX=2496, cY=1115, Frame=   473
   6,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_001.png', cX= 246, cY= 941, Frame=   473
   5,   53, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_053.png', cX=2541, cY=1114, Frame=   474
   6,    2, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_002.png', cX= 294, cY= 939, Frame=   474
   5,   54, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_054.png', cX=2584, cY=1113, Frame=   475
   6,    3, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_003.png', cX= 342, cY= 939, Frame=   475
   5,   55, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_055.png', cX=2628, cY=1114, Frame=   476
   6,    4, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_004.png', cX= 389, cY= 939, Frame=   476
   5,   56, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_056.png', cX=2672, cY=1113, Frame=   477
   6,    5, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_005.png', cX= 436, cY= 937, Frame=   477
   5,   57, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_057.png', cX=2715, cY=1112, Frame=   478
   6,    6, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_006.png', cX= 482, cY= 937, Frame=   478
   5,   58, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_058.png', cX=2757, cY=1110, Frame=   479
   6,    7, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_007.png', cX= 528, cY= 935, Frame=   479
   5,   59, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_059.png', cX=2800, cY=1110, Frame=   480
   6,    8, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_008.png', cX= 574, cY= 935, Frame=   480
   5,   60, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_060.png', cX=2843, cY=1110, Frame=   481
   6,    9, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_009.png', cX= 620, cY= 934, Frame=   481
   5,   61, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_061.png', cX=2886, cY=1110, Frame=   482
   6,   10, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_010.png', cX= 667, cY= 934, Frame=   482
   5,   62, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_062.png', cX=2929, cY=1109, Frame=   483
   6,   11, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_011.png', cX= 712, cY= 933, Frame=   483
   5,   63, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_063.png', cX=2972, cY=1108, Frame=   484
   6,   12, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_012.png', cX= 757, cY= 933, Frame=   484
   5,   64, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_064.png', cX=3015, cY=1108, Frame=   485
   6,   13, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_013.png', cX= 803, cY= 932, Frame=   485
   7,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_007\Image_001.png', cX= 205, cY= 946, Frame=   485
   5,   65, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_065.png', cX=3058, cY=1107, Frame=   486
   6,   14, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_014.png', cX= 849, cY= 932, Frame=   486
   7,    2, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_007\Image_002.png', cX= 245, cY= 947, Frame=   486
   5,   66, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_066.png', cX=3102, cY=1107, Frame=   487
   6,   15, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_015.png', cX= 894, cY= 930, Frame=   487
   7,    3, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_007\Image_003.png', cX= 283, cY= 947, Frame=   487
   5,   67, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_067.png', cX=3144, cY=1107, Frame=   488
   6,   16, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_016.png', cX= 939, cY= 929, Frame=   488
   7,    4, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_007\Image_004.png', cX= 321, cY= 946, Frame=   488
   5,   68, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_068.png', cX=3186, cY=1107, Frame=   489
   6,   17, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_017.png', cX= 984, cY= 927, Frame=   489
   7,    5, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_007\Image_005.png', cX= 357, cY= 945, Frame=   489
   5,   69, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_069.png', cX=3227, cY=1106, Frame=   490
   6,   18, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_018.png', cX=1029, cY= 928, Frame=   490
   7,    6, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_007\Image_006.png', cX= 393, cY= 944, Frame=   490
   5,   70, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_005\Image_070.png', cX=3268, cY=1108, Frame=   491
   6,   19, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_006\Image_019.png', cX=1074, cY= 928, Frame=   491
   7,    7, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 3\Images_001\Object_007\Image_007.png', cX= 430, cY= 944, Frame=   491
