   1,    1, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_001\Image_001.png', cX=  60, cY= 690, Frame=   151
   3,    9, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_009.png', cX= 573, cY= 941, Frame=   208
   2,   25, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_025.png', cX=1079, cY= 680, Frame=   209
   3,   10, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_010.png', cX= 616, cY= 940, Frame=   209
   2,   26, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_026.png', cX=1122, cY= 679, Frame=   210
   3,   11, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_011.png', cX= 660, cY= 940, Frame=   210
   2,   27, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_027.png', cX=1165, cY= 679, Frame=   211
   3,   12, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_012.png', cX= 702, cY= 941, Frame=   211
   2,   28, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_028.png', cX=1206, cY= 679, Frame=   212
   3,   13, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_013.png', cX= 744, cY= 940, Frame=   212
   2,   29, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_029.png', cX=1249, cY= 678, Frame=   213
   3,   14, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_014.png', cX= 787, cY= 940, Frame=   213
   2,   30, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_030.png', cX=1292, cY= 678, Frame=   214
   3,   15, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_015.png', cX= 830, cY= 941, Frame=   214
   2,   31, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_031.png', cX=1334, cY= 677, Frame=   215
   3,   16, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_016.png', cX= 872, cY= 939, Frame=   215
   2,   32, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_032.png', cX=1377, cY= 677, Frame=   216
   3,   17, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_017.png', cX= 913, cY= 940, Frame=   216
   2,   33, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_033.png', cX=1419, cY= 677, Frame=   217
   3,   18, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_018.png', cX= 956, cY= 939, Frame=   217
   2,   34, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_034.png', cX=1462, cY= 677, Frame=   218
   3,   19, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_019.png', cX= 999, cY= 938, Frame=   218
   2,   35, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_035.png', cX=1505, cY= 677, Frame=   219
   3,   20, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_020.png', cX=1042, cY= 939, Frame=   219
   2,   36, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_036.png', cX=1548, cY= 676, Frame=   220
   3,   21, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_021.png', cX=1084, cY= 938, Frame=   220
   2,   37, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_037.png', cX=1591, cY= 675, Frame=   221
   3,   22, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_022.png', cX=1128, cY= 937, Frame=   221
   2,   38, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_038.png', cX=1634, cY= 675, Frame=   222
   3,   23, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_023.png', cX=1170, cY= 936, Frame=   222
   2,   39, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_039.png', cX=1678, cY= 675, Frame=   223
   3,   24, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_024.png', cX=1212, cY= 936, Frame=   223
   2,   40, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_040.png', cX=1720, cY= 675, Frame=   224
   3,   25, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_025.png', cX=1254, cY= 936, Frame=   224
   2,   41, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_041.png', cX=1763, cY= 674, Frame=   225
   3,   26, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_026.png', cX=1296, cY= 935, Frame=   225
   2,   42, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_042.png', cX=1806, cY= 674, Frame=   226
   3,   27, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_027.png', cX=1337, cY= 935, Frame=   226
   2,   43, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_043.png', cX=1848, cY= 673, Frame=   227
   3,   28, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_028.png', cX=1378, cY= 935, Frame=   227
   2,   44, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_044.png', cX=1890, cY= 673, Frame=   228
   3,   29, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_029.png', cX=1419, cY= 935, Frame=   228
   2,   45, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_045.png', cX=1933, cY= 672, Frame=   229
   3,   30, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_030.png', cX=1461, cY= 933, Frame=   229
   4,    1, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_001.png', cX= 241, cY= 862, Frame=   229
   2,   46, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_046.png', cX=1975, cY= 672, Frame=   230
   3,   31, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_031.png', cX=1502, cY= 933, Frame=   230
   4,    2, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_002.png', cX= 285, cY= 863, Frame=   230
   2,   47, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_047.png', cX=2017, cY= 672, Frame=   231
   3,   32, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_032.png', cX=1544, cY= 932, Frame=   231
   4,    3, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_003.png', cX= 330, cY= 864, Frame=   231
   2,   48, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_048.png', cX=2060, cY= 671, Frame=   232
   3,   33, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_033.png', cX=1583, cY= 929, Frame=   232
   4,    4, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_004.png', cX= 375, cY= 864, Frame=   232
   2,   49, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_049.png', cX=2102, cY= 671, Frame=   233
   3,   34, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_034.png', cX=1626, cY= 928, Frame=   233
   4,    5, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_005.png', cX= 419, cY= 864, Frame=   233
   2,   50, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_050.png', cX=2146, cY= 670, Frame=   234
   3,   35, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_035.png', cX=1667, cY= 930, Frame=   234
   4,    6, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_006.png', cX= 463, cY= 865, Frame=   234
   2,   51, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_051.png', cX=2189, cY= 670, Frame=   235
   3,   36, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_036.png', cX=1708, cY= 930, Frame=   235
   4,    7, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_007.png', cX= 506, cY= 865, Frame=   235
   2,   52, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_052.png', cX=2231, cY= 669, Frame=   236
   3,   37, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_037.png', cX=1748, cY= 929, Frame=   236
   4,    8, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_008.png', cX= 549, cY= 866, Frame=   236
   2,   53, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_053.png', cX=2274, cY= 668, Frame=   237
   3,   38, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_038.png', cX=1790, cY= 928, Frame=   237
   4,    9, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_009.png', cX= 591, cY= 865, Frame=   237
   2,   54, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_054.png', cX=2318, cY= 668, Frame=   238
   3,   39, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_039.png', cX=1833, cY= 928, Frame=   238
   4,   10, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_010.png', cX= 634, cY= 865, Frame=   238
   2,   55, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_055.png', cX=2360, cY= 667, Frame=   239
   3,   40, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_040.png', cX=1873, cY= 928, Frame=   239
   4,   11, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_011.png', cX= 677, cY= 865, Frame=   239
   2,   56, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_056.png', cX=2402, cY= 666, Frame=   240
   3,   41, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_041.png', cX=1913, cY= 927, Frame=   240
   4,   12, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_012.png', cX= 719, cY= 866, Frame=   240
   2,   57, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_057.png', cX=2444, cY= 666, Frame=   241
   3,   42, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_042.png', cX=1954, cY= 926, Frame=   241
   4,   13, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_013.png', cX= 760, cY= 865, Frame=   241
   2,   58, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_058.png', cX=2485, cY= 665, Frame=   242
   3,   43, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_043.png', cX=1994, cY= 925, Frame=   242
   4,   14, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_014.png', cX= 801, cY= 865, Frame=   242
   2,   59, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_059.png', cX=2526, cY= 665, Frame=   243
   3,   44, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_044.png', cX=2034, cY= 925, Frame=   243
   4,   15, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_015.png', cX= 842, cY= 865, Frame=   243
   2,   60, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_060.png', cX=2569, cY= 664, Frame=   244
   3,   45, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_045.png', cX=2075, cY= 926, Frame=   244
   4,   16, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_016.png', cX= 883, cY= 865, Frame=   244
   2,   61, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_061.png', cX=2610, cY= 663, Frame=   245
   3,   46, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_046.png', cX=2116, cY= 924, Frame=   245
   4,   17, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_017.png', cX= 923, cY= 865, Frame=   245
   2,   62, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_062.png', cX=2651, cY= 662, Frame=   246
   3,   47, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_047.png', cX=2156, cY= 924, Frame=   246
   4,   18, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_018.png', cX= 962, cY= 865, Frame=   246
   2,   63, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_063.png', cX=2693, cY= 662, Frame=   247
   3,   48, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_048.png', cX=2196, cY= 924, Frame=   247
   4,   19, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_019.png', cX=1003, cY= 865, Frame=   247
   2,   64, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_064.png', cX=2735, cY= 661, Frame=   248
   3,   49, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_049.png', cX=2236, cY= 922, Frame=   248
   4,   20, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_020.png', cX=1044, cY= 864, Frame=   248
   2,   65, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_065.png', cX=2776, cY= 660, Frame=   249
   3,   50, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_050.png', cX=2276, cY= 921, Frame=   249
   4,   21, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_021.png', cX=1084, cY= 865, Frame=   249
   2,   66, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_066.png', cX=2818, cY= 659, Frame=   250
   3,   51, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_051.png', cX=2317, cY= 922, Frame=   250
   4,   22, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_022.png', cX=1125, cY= 864, Frame=   250
   5,    1, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_005\Image_001.png', cX=1139, cY=1045, Frame=   250
   2,   67, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_067.png', cX=2859, cY= 659, Frame=   251
   3,   52, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_052.png', cX=2358, cY= 920, Frame=   251
   4,   23, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_023.png', cX=1166, cY= 862, Frame=   251
   5,    2, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_005\Image_002.png', cX=1180, cY=1045, Frame=   251
   2,   68, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_068.png', cX=2902, cY= 657, Frame=   252
   3,   53, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_053.png', cX=2398, cY= 920, Frame=   252
   4,   24, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_024.png', cX=1206, cY= 863, Frame=   252
   5,    3, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_005\Image_003.png', cX=1222, cY=1045, Frame=   252
   2,   69, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_069.png', cX=2944, cY= 657, Frame=   253
   3,   54, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_054.png', cX=2438, cY= 919, Frame=   253
   4,   25, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_025.png', cX=1248, cY= 863, Frame=   253
   5,    4, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_005\Image_004.png', cX=1265, cY=1044, Frame=   253
   2,   70, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_070.png', cX=2987, cY= 655, Frame=   254
   3,   55, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_055.png', cX=2479, cY= 918, Frame=   254
   4,   26, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_026.png', cX=1289, cY= 863, Frame=   254
   5,    5, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_005\Image_005.png', cX=1305, cY=1040, Frame=   254
   2,   71, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_071.png', cX=3028, cY= 654, Frame=   255
   3,   56, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_056.png', cX=2519, cY= 918, Frame=   255
   4,   27, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_027.png', cX=1329, cY= 862, Frame=   255
   2,   72, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_072.png', cX=3070, cY= 653, Frame=   256
   3,   57, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_057.png', cX=2558, cY= 916, Frame=   256
   4,   28, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_028.png', cX=1368, cY= 861, Frame=   256
   5,    6, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_005\Image_006.png', cX=1388, cY=1039, Frame=   256
   2,   73, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_073.png', cX=3111, cY= 652, Frame=   257
   3,   58, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_058.png', cX=2598, cY= 915, Frame=   257
   4,   29, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_029.png', cX=1408, cY= 862, Frame=   257
   5,    7, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_005\Image_007.png', cX=1431, cY=1044, Frame=   257
   2,   74, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_074.png', cX=3152, cY= 651, Frame=   258
   3,   59, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_059.png', cX=2637, cY= 916, Frame=   258
   4,   30, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_030.png', cX=1448, cY= 862, Frame=   258
   2,   75, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_075.png', cX=3193, cY= 650, Frame=   259
   3,   60, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_060.png', cX=2675, cY= 915, Frame=   259
   4,   31, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_031.png', cX=1487, cY= 861, Frame=   259
   5,    8, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_005\Image_008.png', cX=1512, cY=1042, Frame=   259
   2,   76, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_076.png', cX=3233, cY= 648, Frame=   260
   3,   61, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_061.png', cX=2714, cY= 914, Frame=   260
   4,   32, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_032.png', cX=1526, cY= 860, Frame=   260
   5,    9, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_005\Image_009.png', cX=1553, cY=1041, Frame=   260
   2,   77, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_077.png', cX=3274, cY= 647, Frame=   261
   3,   62, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_062.png', cX=2754, cY= 913, Frame=   261
   4,   33, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_033.png', cX=1566, cY= 859, Frame=   261
   5,   10, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_005\Image_010.png', cX=1591, cY=1035, Frame=   261
   2,   78, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_078.png', cX=3315, cY= 645, Frame=   262
   3,   63, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_063.png', cX=2794, cY= 913, Frame=   262
   4,   34, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_034.png', cX=1605, cY= 860, Frame=   262
   5,   11, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_005\Image_011.png', cX=1631, cY=1036, Frame=   262
   2,   79, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_079.png', cX=3357, cY= 643, Frame=   263
   3,   64, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_064.png', cX=2832, cY= 913, Frame=   263
   4,   35, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_004\Image_035.png', cX=1644, cY= 860, Frame=   263
   5,   12, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_005\Image_012.png', cX=1672, cY=1037, Frame=   263
   2,   80, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_002\Image_080.png', cX=3398, cY= 641, Frame=   264
   3,   65, '..\VideoTestCases\1-3-25 Ostracod Runs Image 5\Images_001\Object_003\Image_065.png', cX=2871, cY= 913, Frame=   264
